,,,average,average,average,average,biolRSD,biolRSD,biolRSD,biolRSD,bioln,bioln,bioln,bioln,techRSD,techRSD,techRSD,techRSD,techn,techn,techn,techn,combRSD,combRSD,combRSD,combRSD,combASD,combASD,combASD,combASD,neff,neff,neff,neff
0.23_102.1549m/z,102.1548719,0.233566667,0.0,0.0,5.853580473333333,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,10.13869878600641,0.0,0.0,0.0,3.0,0.0
0.28_691.4629m/z,691.4628816,0.28355,30.079597037777777,23.96036287333333,28.079409873333333,24.22457477,0.2276299257866275,0.2252061606533947,0.0,0.5811207256049387,3,3,1,3,0.4846363701464222,0.3731389810153265,0.8662057245230321,0.3511551944828109,3.0,3.0,3.0,3.0,0.5354323434219541,0.43583312626439813,0.8662057245230321,0.6789781059355825,16.105589131125424,10.442719857514282,24.32254557350988,16.447955894429498,3.841488572553957,4.28637671611105,3.0,4.28875010058624
0.33_102.1550m/z,102.1550256,0.3264,0.0,0.0,8.896089483333332,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688774,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688774,0.0,0.0,0.0,15.408478973812496,0.0,0.0,0.0,3.0,0.0
0.35_68.9936m/z,68.99361685,0.347833333,12.420634896,12.747210227666663,6.898455103333333,12.93798981,0.1910753953437902,0.1026502778906363,0.0,0.0605633465404949,3,3,1,3,0.1725758088576907,0.2086970684117498,0.866371051314194,0.1798645797174519,3.0,3.0,3.0,3.0,0.2574727490603072,0.23257589280637714,0.866371051314194,0.18978721237512208,3.1979750117475025,2.9646937994901563,5.976621800318667,2.4554650197776353,4.9592263720907175,3.9142070586240902,3.0,3.447755926988161
0.39_102.1549m/z,102.1549308,0.389966667,0.0,0.0,6.036362503333333,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688774,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688774,0.0,0.0,0.0,10.45528654867699,0.0,0.0,0.0,3.0,0.0
0.40_213.0184m/z,213.0184472,0.397116667,3.912146779222223,2.4154889786666667,14.906064666666666,5.586029674888889,0.046908966276353,0.4961190959883511,0.0,0.1691567932935523,3,3,1,3,0.6648185183351852,1.216449384541454,1.7320508075688772,0.5225559081154175,3.0,3.0,3.0,3.0,0.6664713898124263,1.3137287629322807,1.7320508075688772,0.5492528541789167,2.607333901098442,3.173297347820318,25.818061343573905,3.0681427424608483,3.0199138272754724,3.647427634720722,3.0,3.414601171572339
0.41_145.0360m/z,145.0360434,0.411416667,576.1194473111111,571.4200718666667,427.4498258,569.8102078333333,0.0110727084904107,0.0200270291542925,0.0,0.0511822784120579,3,3,1,3,0.0358086442007979,0.0577957131437641,0.3713651317089492,0.0391619463923984,3.0,3.0,3.0,3.0,0.037481513747618975,0.06116719998939913,0.3713651317089492,0.0644459748059605,21.593828984662057,34.952165813825225,158.73996085718437,36.721974298206106,3.3790002363064526,3.473462029229131,3.0,4.744029568717785
0.43_102.1549m/z,102.154895,0.432833333,0.0,0.0,8.386325996666667,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,14.52554271506237,0.0,0.0,0.0,3.0,0.0
0.45_345.2033m/z,345.2033258,0.447116667,6.470881658666666,0.5852372911111111,29.09208100666667,19.40235614222222,1.1309150432943331,0.87132476802583,0.0,0.1538635773117827,3,3,1,3,0.9813165014991896,1.1547005383792517,0.4348860888255221,0.2941102936507139,3.0,3.0,3.0,3.0,1.4973145665704426,1.4465615039494863,0.4348860888255221,0.3319259936408839,9.688945366075107,0.8465817359970123,12.651741324784526,6.440146341481417,4.922088254808337,4.719968547464477,3.0,4.018454650262239
0.48_102.1548m/z,102.1547695,0.475683333,0.0,0.0,8.24682621,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,14.283921996910683,0.0,0.0,0.0,3.0,0.0
0.53_102.1550m/z,102.1549732,0.532116667,0.0,0.0,16.680680493333334,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,28.891786119276418,0.0,0.0,0.0,3.0,0.0
0.57_153.7767m/z,153.776738,0.574966667,0.0,0.0,0.0,15.644031011111112,0.0,0.0,0.0,0.1016824615277585,3,3,1,3,0.0,0.0,0.0,0.1647501461254326,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.19360251452575578,0.0,0.0,0.0,3.0287237410700127,0.0,0.0,0.0,4.330623973841405
0.57_201.7990m/z,201.7989858,0.574966667,0.0,0.0,0.0,36.38471833777778,0.0,0.0,0.0,0.0590112706442884,3,3,1,3,0.0,0.0,0.0,0.1368126172722588,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.14899671911803636,0.0,0.0,0.0,5.421203658362742,0.0,0.0,0.0,3.7192830451710033
0.58_177.4624m/z,177.4623577,0.5821,3.0664249063333333,3.878189799222222,0.0,28.33348566,0.7167882752704537,0.3318074793897117,0.0,0.0580598157427768,3,3,1,3,1.0503146090937256,0.7990877174192753,0.0,0.1292331209952049,3.0,3.0,3.0,3.0,1.271591998103518,0.8652383391351204,0.0,0.14167618630612014,3.8992413736787963,3.3555585007298014,0.0,4.0141801930679435,4.530887823553812,3.669762561483013,0.0,3.7757502490252333
0.59_144.4417m/z,144.4417359,0.589233333,0.0,0.0,0.0,14.391955380777778,0.0,0.0,0.0,0.0970504814703535,3,3,1,3,0.0,0.0,0.0,0.1820544961619592,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.20630713881592233,0.0,0.0,0.0,2.9691631365746813,0.0,0.0,0.0,4.051778124135142
0.59_203.2244m/z,203.2243682,0.589233333,0.0,0.0,0.0,16.058793913444443,0.0,0.0,0.0,0.6521208039683573,3,3,1,3,0.0,0.0,0.0,0.5788916267249801,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.8719960197504518,0.0,0.0,0.0,14.003204374516336,0.0,0.0,0.0,4.944558675569281
0.59_250.8096m/z,250.8096315,0.589233333,0.0,0.0,0.0,58.08654070777777,0.0,0.0,0.0,0.0503231912846806,3,3,1,3,0.0,0.0,0.0,0.0760353319707309,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.09118001584214495,0.0,0.0,0.0,5.296331701950575,0.0,0.0,0.0,4.470062980682638
0.60_129.1388m/z,129.1387813,0.603516667,0.0,0.0,0.0,14.73445242511111,0.0,0.0,0.0,0.2535240847736107,3,3,1,3,0.0,0.0,0.0,0.2330768463001556,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.34438245867280076,0.0,0.0,0.0,5.074286953357176,0.0,0.0,0.0,4.972044631203415
0.60_146.1659m/z,146.1658862,0.596383333,0.0,0.0,0.0,163.9157593777778,0.0,0.0,0.0,0.0896250543315133,3,3,1,3,0.0,0.0,0.0,0.0545546080329111,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.10492309384282984,0.0,0.0,0.0,17.198548603513295,0.0,0.0,0.0,4.303156316296748
0.60_182.7792m/z,182.7791669,0.596383333,0.0,0.0,0.0,20.770182,0.0,0.0,0.0,0.1615194770376542,3,3,1,3,0.0,0.0,0.0,0.1647819218940253,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.23074146407961868,0.0,0.0,0.0,4.792542203880142,0.0,0.0,0.0,4.998401516864725
0.60_220.1359m/z,220.1359187,0.603516667,0.0,0.0,0.0,9.600003416333331,0.0,0.0,0.0,0.393268430026887,3,3,1,3,0.0,0.0,0.0,0.5146361587390401,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.6476962512918282,0.0,0.0,0.0,6.217886225147843,0.0,0.0,0.0,4.741841335449019
0.60_308.2184m/z,308.2183833,0.596383333,0.0,0.0,0.0,40.03556284777778,0.0,0.0,0.0,0.1173847277514238,3,3,1,3,0.0,0.0,0.0,0.0834223251950653,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.1440085367269146,0.0,0.0,0.0,5.765462822746905,0.0,0.0,0.0,4.609639702486941
0.60_397.4459m/z,397.4459408,0.603516667,0.0,3.416119755333334,0.0,0.0,0.0,0.7992733087793571,0.0,0.0,3,3,1,3,0.0,0.7522481270378366,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.09759512879706,0.0,0.0,0.0,3.7495164028412717,0.0,0.0,0.0,4.985382340744721,0.0,0.0
0.61_138.1082m/z,138.1081912,0.610666667,0.0260171811111111,0.0135334276666666,0.0,218.1405085555556,1.0593222883095077,1.7320508075688772,0.0,0.0259368096037863,3,3,1,3,1.3838898929252503,0.4771050966469239,0.0,0.0281566235683123,3.0,3.0,3.0,3.0,1.7427894153482664,1.7965604006674727,0.0,0.03828202637257726,0.04534246785764327,0.024313620231230806,0.0,8.350860701451195,4.744744423454005,3.3017683473418185,0.0,4.9733254734873285
0.61_173.6264m/z,173.6264135,0.610666667,0.0,0.0,0.0,130.9148091333333,0.0,0.0,0.0,0.0305796478069258,3,3,1,3,0.0,0.0,0.0,0.0353225207034002,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.046720395212773595,0.0,0.0,0.0,6.116391621914154,0.0,0.0,0.0,4.919628647872794
0.61_188.6307m/z,188.6307216,0.610666667,1.5078905206666668,0.3640025817777777,0.0,104.15963515333334,0.6319039639768605,0.4104838997942392,0.0,0.0917574415221411,3,3,1,3,0.9623207279198752,1.246691627285964,0.0,0.0708296842172742,3.0,3.0,3.0,3.0,1.1512444584335284,1.312530778890618,0.0,0.11591493536644847,1.735950605841948,0.4777645921789825,0.0,12.073657376591488,4.454344381689525,3.428607399931374,0.0,4.758939822974411
0.61_195.1269m/z,195.1268917,0.610666667,0.3105350004444444,0.0,0.7719777523333334,57.00704300444445,1.7320508075688774,0.0,0.0,0.0527699637813307,3,3,1,3,0.2921857087505196,0.0,1.7320508075688774,0.0311735298273536,3.0,3.0,3.0,3.0,1.7565228402722362,0.0,1.7320508075688774,0.061289950557818676,0.5454618209846156,0.0,1.337104689354157,3.4939588471898433,3.1137378762903083,0.0,3.0,4.244366793856752
0.61_209.1333m/z,209.1332831,0.610666667,0.1697065565555555,0.0,0.0,51.83086844222223,1.7320508075688772,0.0,0.0,0.0508042733194426,3,3,1,3,0.5773502691896257,0.0,0.0,0.0492632823371975,3.0,3.0,3.0,3.0,1.8257418583505536,0.0,0.0,0.07076683668323082,0.30984036394001324,0.0,0.0,3.667906602200763,3.4390243902439024,0.0,0.0,4.996211074508203
0.61_210.1284m/z,210.12844,0.610666667,2.0807021556666667,1.1331915812222222,0.0,133.3358018111111,0.2859070026300356,0.386151358257355,0.0,0.0413335564960992,3,3,1,3,0.6509378926697846,0.7375612650545732,0.0,0.0506337850203925,3.0,3.0,3.0,3.0,0.7109591790435448,0.8325319760783381,0.0,0.06536239804434617,1.4792942964269074,0.9434182263902732,0.0,8.715147751539897,3.7439793091191027,4.019802877271701,0.0,4.845852932061831
0.61_300.1594m/z,300.1594126,0.610666667,0.2647701427777778,0.0,0.0,58.65762527,1.7320508075688772,0.0,0.0,0.072179440533108,3,3,1,3,0.5773502691896256,0.0,0.0,0.1442486213551463,3.0,3.0,3.0,3.0,1.8257418583505536,0.0,0.0,0.16129952386331722,0.4834019325108414,0.0,0.0,9.461447027003883,3.4390243902439024,0.0,0.0,3.9424461440755483
0.62_129.5943m/z,129.5942872,0.6178,0.0,0.0,0.0,137.59717495555554,0.0,0.0,0.0,0.0445482317454953,3,3,1,3,0.0,0.0,0.0,0.0276960149042596,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.05245583087920088,0.0,0.0,0.0,7.217774138924437,0.0,0.0,0.0,4.3451256703789225
0.62_141.5828n,142.5901422,0.62495,0.2738206651111111,0.5023651122222222,0.0,336.72602419888887,0.8660383571202843,0.2495469621115702,0.0,0.0203663810341223,3,3,1,3,1.1547005383792517,1.7320508075688774,0.0,0.0565947190025711,3.0,3.0,3.0,3.0,1.443383445012771,1.7499353377479734,0.0,0.0601477488806276,0.39522821492376375,0.879106462329393,0.0,20.2533123450869,4.709225363556693,3.082995819644932,0.0,3.509463261503199
0.62_143.0402m/z,143.0402355,0.6178,26.94667531666667,16.407544985666664,13.449097380666666,14.528432432333334,0.4478573809016041,0.1080798463601971,0.0,0.5364995216276375,3,3,1,3,0.223182211882331,0.2617322103619361,0.4705541569174716,0.4347548288137354,3.0,3.0,3.0,3.0,0.5003863840361108,0.2831695660380695,0.4705541569174716,0.6905385564061896,13.483749423501957,4.646117393341332,6.328528679260579,10.032442758668326,3.935642227028608,3.6628071650424103,2.999999999999999,4.835284183538957
0.62_152.1111m/z,152.1110955,0.6178,1.7339746864444443,0.2941109796666666,0.0,305.6834124111111,0.3154437007802061,1.7320508075688772,0.0,0.0271815242044042,3,3,1,3,0.8680649045670306,0.2889039228320241,0.0,0.0264644668566055,3.0,3.0,3.0,3.0,0.9236024073717435,1.755979919198318,0.0,0.037936832552006534,1.6015031947217528,0.5164529743104114,0.0,11.596660430566278,3.519148577458662,3.111201226418806,0.0,4.997144462284618
0.62_178.1125m/z,178.1124783,0.6178,1.4772720272222222,0.4357427027777777,0.0,84.57530987333332,0.6025001288447491,0.8711633570757052,0.0,0.0863265833467127,3,3,1,3,1.2896179946898398,1.1547005383792517,0.0,0.0568998507812894,3.0,3.0,3.0,3.0,1.4234187639221927,1.446464285091321,0.0,0.1033918372563808,2.1027767229654875,0.6302862570572182,0.0,8.744396674331655,3.833373086630885,4.719643263830534,0.0,4.461860365551669
0.62_186.1072m/z,186.1071563,0.62495,0.0,0.0,0.0,50.68359726444445,0.0,0.0,0.0,0.0931387676796729,3,3,1,3,0.0,0.0,0.0,0.1000798004336431,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.13671428784046644,0.0,0.0,0.0,6.929171905201536,0.0,0.0,0.0,4.9795110358926795
0.62_187.6351m/z,187.6350572,0.62495,0.4040338646666666,0.2544874359999999,0.0,210.23037271111107,0.9473748651860542,1.7320508075688774,0.0,0.0250230743396368,3,3,1,3,1.1547005383792517,0.2900241769658044,0.0,0.0276166885493451,3.0,3.0,3.0,3.0,1.4936038526060476,1.7561645774883097,0.0,0.037267086495170486,0.6034665368494436,0.44692182051902307,0.0,7.834673483736905,4.852953459329237,3.1120639341593543,0.0,4.9617157495134485
0.62_193.1150m/z,193.1149746,0.62495,19.252536650222225,4.648592644444444,0.0,250.6219865666667,0.1425156633209344,0.2268300382385917,0.0,0.0302782195570407,3,3,1,3,0.1703205776262507,0.4503493184236192,0.0,0.0343967836694979,3.0,3.0,3.0,3.0,0.2220806462858608,0.5042483265732662,0.0,0.04582476739003265,4.275615781923573,2.3440450618819053,0.0,11.484694237245389,4.879332209362791,3.953398080082238,0.0,4.936658083504719
0.62_202.6318m/z,202.6318065,0.6178,0.0,0.0,0.0,184.13584582222225,0.0,0.0,0.0,0.0040276971159414,3,3,1,3,0.0,0.0,0.0,0.0334198415094352,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.03366167183271697,0.0,0.0,0.0,6.198320414707413,0.0,0.0,0.0,3.058086233503848
0.62_206.6184m/z,206.6183525,0.6178,0.0,0.0,0.0,25.376173822222224,0.0,0.0,0.0,0.1038561832806186,3,3,1,3,0.0,0.0,0.0,0.1717912166417588,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.2007444368366734,0.0,0.0,0.0,5.094125723011534,0.0,0.0,0.0,4.289651854812984
0.62_207.1142m/z,207.1142302,0.62495,0.3622620649999999,0.0,0.0,96.99750297333333,1.2240709008503252,0.0,0.0,0.100821180119985,3,3,1,3,1.1385591747607442,0.0,0.0,0.0380196037695819,3.0,3.0,3.0,3.0,1.6717256248381172,0.0,0.0,0.10775156904464299,0.6056027769672715,0.0,0.0,10.45163313878909,4.9792040381247755,0.0,0.0,3.5575411722201293
0.62_216.1416m/z,216.1415993,0.6178,0.0,0.0,0.0,101.76654170444444,0.0,0.0,0.0,0.0325583484411141,3,3,1,3,0.0,0.0,0.0,0.0428880013425779,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0538463249662775,0.0,0.0,0.0,5.479754275311747,0.0,0.0,0.0,4.730481522700568
0.62_216.6342m/z,216.6341559,0.62495,1.1090306301111112,0.5002202251111111,0.3790535066666666,143.86982989999998,0.1631430141690201,0.7359168257493648,0.0,0.0354570804643086,3,3,1,3,0.3004347381788594,0.3884811463938156,0.7371539146330515,0.048977858519834,3.0,3.0,3.0,3.0,0.34187230799927754,0.832160546724293,0.7371539146330515,0.06046515674536312,0.3791468611579787,0.41626353601101107,0.27942077629471873,8.699111815832229,4.085142551679436,4.034339238530601,3.0,4.644630218671995
0.62_223.1375m/z,223.1374639,0.6178,0.0,0.0,0.0,76.30962830333333,0.0,0.0,0.0,0.0692373454490411,3,3,1,3,0.0,0.0,0.0,0.0590955205125886,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.09102796575494607,0.0,0.0,0.0,6.946310231968489,0.0,0.0,0.0,4.903687274092299
0.62_224.1328m/z,224.132809,0.6178,5.545181467555556,2.552394962333333,0.0,128.64059324444443,0.2661296934278851,0.7607288358789146,0.0,0.0707345217358067,3,3,1,3,0.5943193506713759,1.093324226497946,0.0,0.0926671503120458,3.0,3.0,3.0,3.0,0.6511839250983289,1.3319407742032001,0.0,0.11657861430017342,3.610933033425339,3.3996389222026075,0.0,14.996742103189582,3.771058709639723,4.568817209043057,0.0,4.739934467285746
0.62_230.1451m/z,230.1451397,0.62495,0.3217707936666666,0.0,0.0,218.4291012888889,1.7320508075688772,0.0,0.0,0.0224236960804801,3,3,1,3,0.2937600419291247,0.0,0.0,0.0195255537736241,3.0,3.0,3.0,3.0,1.7567854058575854,0.0,0.0,0.02973330449304996,0.5652822343448123,0.0,0.0,6.494618978765785,3.1149648249327244,0.0,0.0,4.925759852291538
0.62_237.6514m/z,237.651368,0.62495,0.0,0.0,0.0,29.377202995555557,0.0,0.0,0.0,0.1400688627873217,3,3,1,3,0.0,0.0,0.0,0.2092020235877482,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.25176332734483453,0.0,0.0,0.0,7.396102374245707,0.0,0.0,0.0,4.49308323423592
0.62_242.6282m/z,242.6282339,0.62495,0.1500439114444444,0.0,0.0,50.183634955555554,1.7320508075688774,0.0,0.0,0.0256144078373421,3,3,1,3,0.5773502691896257,0.0,0.0,0.141265764125379,3.0,3.0,3.0,3.0,1.8257418583505538,0.0,0.0,0.14356919587009223,0.27394144971476586,0.0,0.0,7.204824116407362,3.4390243902439024,0.0,0.0,3.131366795455388
0.62_247.8076m/z,247.8075924,0.6178,0.0,0.0,0.0,23.78046477111111,0.0,0.0,0.0,0.1515796842648146,3,3,1,3,0.0,0.0,0.0,0.1755326011959839,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.23192260511741675,0.0,0.0,0.0,5.515227340619042,0.0,0.0,0.0,4.916885071896564
0.62_249.6332m/z,249.6331836,0.62495,6.539389875333334,0.0,0.0,214.9292638073333,0.1670262512183023,0.0,0.0,0.0805057688356894,3,3,1,3,0.5524854764188288,0.0,0.0,0.0182360457639091,3.0,3.0,3.0,3.0,0.5771810549990182,0.0,0.0,0.08254533409544627,3.7744119472947917,0.0,0.0,17.741407887864636,3.362555939950991,0.0,0.0,3.2047035784684894
0.62_252.6512m/z,252.6512145,0.62495,0.1815253363333333,0.0,0.0,26.32461372888889,1.7320508075688772,0.0,0.0,0.1095469758955502,3,3,1,3,0.5773502691896257,0.0,0.0,0.154450394974744,3.0,3.0,3.0,3.0,1.8257418583505536,0.0,0.0,0.18935539188445275,0.3314184048949292,0.0,0.0,4.984707548840601,3.4390243902439024,0.0,0.0,4.605855361966775
0.62_259.1503m/z,259.1502551,0.62495,4.429632847444444,2.9064702218888887,0.0,103.22271583555556,0.1296975092407052,0.7082103131089279,0.0,0.0452060262470744,3,3,1,3,0.6578057315751452,1.085921168290242,0.0,0.0791585428812722,3.0,3.0,3.0,3.0,0.6704698534582706,1.2964515537939278,0.0,0.0911573349771558,2.9699352861000183,3.768097835223632,0.0,9.409507684673502,3.155264484219325,4.440695254111864,0.0,4.179122933287664
0.62_267.1498m/z,267.14984,0.62495,0.387905538,0.0,0.0,59.91406743,0.8782160547980218,0.0,0.0,0.0311476751256128,3,3,1,3,1.1547005383792517,0.0,0.0,0.0373585689650669,3.0,3.0,3.0,3.0,1.4507228447358014,0.0,0.0,0.04863990481948313,0.5627434255761314,0.0,0.0,2.9142145371432946,4.733693645724853,0.0,0.0,4.874676333616157
0.62_273.6578m/z,273.6578267,0.62495,0.2303397406666666,0.0,0.0,107.07612640222222,1.7320508075688774,0.0,0.0,0.0411381517629341,3,3,1,3,0.5773502691896257,0.0,0.0,0.0644335861134145,3.0,3.0,3.0,3.0,1.8257418583505538,0.0,0.0,0.07644628538984088,0.4205409061767445,0.0,0.0,8.185572117382955,3.4390243902439024,0.0,0.0,4.398190383358695
0.62_281.1568m/z,281.1567615,0.62495,0.0,0.0,0.0,48.53742685,0.0,0.0,0.0,0.0877775148031788,3,3,1,3,0.0,0.0,0.0,0.1421554732485257,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.1670720523592578,0.0,0.0,0.0,8.109247520066845,0.0,0.0,0.0,4.331536487268613
0.62_295.1650m/z,295.164954,0.62495,2.195582888777778,0.0,0.0,32.52762772444444,0.464021390823378,0.0,0.0,0.1194406788765556,3,3,1,3,0.964357557046189,0.0,0.0,0.1561873377505449,3.0,3.0,3.0,3.0,1.0701875298160393,0.0,0.0,0.19662288840339842,2.349685428247454,0.0,0.0,6.395676116090728,3.8789866566682902,0.0,0.0,4.743092541177468
0.62_312.1757m/z,312.1756841,0.6178,0.0,0.0,0.0,11.111119722222222,0.0,0.0,0.0,0.3697962417188284,3,3,1,3,0.0,0.0,0.0,0.1945798393612323,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.4178643012692196,0.0,0.0,0.0,4.642940279045034,0.0,0.0,0.0,4.028617859220505
0.63_102.1551m/z,102.1550582,0.632083333,0.0,0.0,12.155029713333334,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,21.0531290310027,0.0,0.0,0.0,3.0,0.0
0.63_119.4797m/z,119.4797089,0.632083333,0.0,15.22876828511111,0.0,0.0,0.0,0.6921370933919715,0.0,0.0,3,3,1,3,0.0,0.5138014258559602,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.8620009636077587,0.0,0.0,0.0,13.127212936325051,0.0,0.0,0.0,4.690815253743905,0.0,0.0
0.63_133.4769m/z,133.4769032,0.632083333,0.0094827987777777,256.85996784444444,0.0,0.0194891238888888,0.8763292268739499,0.2786679486696821,0.0,1.054311871283306,3,3,1,3,1.1547005383792517,0.0319876159623618,0.0,1.5105103079728064,3.0,3.0,3.0,3.0,1.449581404132527,0.28049783099112213,0.0,1.8420681074327867,0.01374608876739721,72.04866384881605,0.0,0.0359002935575285,4.729967441006172,3.0526955940111407,0.0,4.574924349088917
